Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,sub_probability,discount_probability,cluster_id
1630,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,13,Venmo,Quarterly,0.1875,0.5144259152781916,0
1631,63,Male,Shoes,Footwear,48,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months,0.2475,0.2724806650641191,1
1632,65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly,0.165,0.671892020020903,1
1633,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months,0.2025,0.6654525751265284,1
1634,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly,0.6725,0.2164623935329608,0
1635,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,30,Cash,Every 3 Months,0.2475,0.5230003841189673,1
1636,68,Male,Sunglasses,Accessories,24,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,Yes,40,Cash,Annually,0.17,0.4237240623950778,1
1637,58,Male,Boots,Footwear,22,North Dakota,L,Green,Fall,4.0,No,Free Shipping,Yes,Yes,49,Cash,Fortnightly,0.2675,0.315498899959013,1
1638,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,0.235,0.4797267582186529,1
1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,18,Venmo,Weekly,0.175,0.4695813579727461,1
1640,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,50,PayPal,Annually,0.5925,0.200439354535914,0
1641,65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4.0,No,2-Day Shipping,Yes,Yes,13,PayPal,Weekly,0.19,0.4095298114488,1
1642,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months,0.19,0.4572047708364783,1
1643,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16,PayPal,Fortnightly,0.22,0.6419980857768125,0
1644,38,Male,Scarf,Accessories,77,Ohio,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,6,PayPal,Monthly,0.2675,0.5133114957057313,0
1645,68,Male,Coat,Outerwear,90,North Carolina,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,21,Debit Card,Monthly,0.24,0.5133072988022421,0
1646,53,Male,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,36,Venmo,Every 3 Months,0.255,0.5694783437422717,1
1647,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months,0.2825,0.3630630978123629,0
1648,34,Male,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8,Debit Card,Quarterly,0.215,0.292212486664211,0
1649,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,22,Credit Card,Monthly,0.695,0.4507359433737533,0
1650,58,Male,T-shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Quarterly,0.19,0.7781151893345088,0
1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly,0.2225,0.4608985716384322,1
1652,59,Male,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,No,Standard,Yes,Yes,42,Debit Card,Monthly,0.27,0.3453829967222485,0
1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4.0,No,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,0.175,0.5144749473480159,1
1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,No,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly,0.645,0.3232081113766824,0
1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,No,Store Pickup,Yes,Yes,14,Credit Card,Quarterly,0.17,0.6621471458555079,1
1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,4,PayPal,Monthly,0.255,0.359303702658556,0
1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,41,PayPal,Every 3 Months,0.16,0.664035291991715,1
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly,0.2,0.4810729904731465,1
1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,No,Store Pickup,Yes,Yes,47,Cash,Weekly,0.2125,0.5232454490998198,0
1660,53,Male,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,No,Next Day Air,Yes,Yes,44,Venmo,Annually,0.71,0.5119104801093288,1
1661,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,37,Venmo,Monthly,0.25,0.410953985611794,1
1662,64,Male,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,No,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly,0.5275,0.4724911997866352,0
1663,63,Male,Sunglasses,Accessories,24,New Mexico,M,Olive,Winter,4.6,No,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly,0.23,0.2909014862515676,1
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,1,Cash,Bi-Weekly,0.1525,0.2566985242350199,1
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,No,Next Day Air,Yes,Yes,35,PayPal,Weekly,0.21,0.3627711427627031,1
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Monthly,0.2175,0.4100063220673299,1
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,PayPal,Annually,0.2225,0.2182015241354431,0
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months,0.26,0.4429144005916747,1
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,No,Standard,Yes,Yes,28,Debit Card,Fortnightly,0.2325,0.6702647519513187,1
1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly,0.525,0.5207655735307402,1
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20,Cash,Weekly,0.245,0.5713946673705438,0
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,No,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly,0.2425,0.5384519529256876,1
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly,0.195,0.4021560584494482,0
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,0.175,0.4961496385524295,0
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly,0.215,0.5256735440849244,1
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually,0.2425,0.3909307360350812,0
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,0.675,0.4273302794763874,1
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly,0.01,0.3540417759102062,1
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30,Venmo,Fortnightly,0.025,0.6996845810341499,0
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,24,Debit Card,Bi-Weekly,0.0,0.3771709929297323,1
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,6,Credit Card,Annually,0.01,0.1347662860063928,1
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly,0.0025,0.1974200897744555,0
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly,0.0075,0.2483844512193266,0
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37,Venmo,Quarterly,0.0075,0.7164425986690935,1
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28,PayPal,Weekly,0.0125,0.4948187683717051,0
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,43,PayPal,Bi-Weekly,0.0,0.4320101547622105,1
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,25,Cash,Annually,0.0175,0.2392524786478539,0
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,4,PayPal,Annually,0.005,0.2537763816387005,0
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,No,13,Venmo,Fortnightly,0.0125,0.5911233374540844,1
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32,Bank Transfer,Monthly,0.005,0.3172694271637262,0
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,1,Cash,Annually,0.005,0.5841046299976763,1
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,4,Cash,Annually,0.0025,0.1076087651819252,1
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,No,Standard,No,No,33,Cash,Bi-Weekly,0.0425,0.5557900536052408,0
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,45,Bank Transfer,Fortnightly,0.0475,0.2861445118109327,0
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,20,Debit Card,Fortnightly,0.025,0.4604642724751263,0
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,1,PayPal,Fortnightly,0.0075,0.5946773146534134,0
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly,0.0125,0.4707187162849731,0
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months,0.0125,0.399250401012037,0
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,No,Standard,No,No,46,Bank Transfer,Quarterly,0.0125,0.4684334231278192,1
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,34,Debit Card,Annually,0.035,0.3296291442159162,0
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Express,No,No,36,Bank Transfer,Monthly,0.005,0.3705996505306307,0
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,No,Next Day Air,No,No,44,Debit Card,Every 3 Months,0.0125,0.2469753286828868,1
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,No,Express,No,No,48,Bank Transfer,Weekly,0.02,0.1212361939626263,0
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,No,Next Day Air,No,No,12,Bank Transfer,Annually,0.0075,0.3704503424429851,1
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19,Cash,Every 3 Months,0.01,0.4201528733583195,1
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49,Venmo,Bi-Weekly,0.0225,0.4737758137520045,1
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25,Venmo,Fortnightly,0.0125,0.5151280471478743,0
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly,0.0175,0.3251859835799829,0
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,No,Express,No,No,1,Credit Card,Quarterly,0.005,0.4294790393910642,1
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,19,Bank Transfer,Annually,0.01,0.5329720938241722,0
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly,0.0125,0.5086961586229736,0
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19,Credit Card,Monthly,0.03,0.3282867577241358,0
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Fortnightly,0.02,0.4303482007149144,0
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,No,37,PayPal,Quarterly,0.0075,0.3080470865145749,1
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly,0.015,0.4298564125988349,0
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,0.005,0.3936903588387881,0
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,No,30,Cash,Every 3 Months,0.03,0.2802525506052929,1
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly,0.005,0.4630974233711487,1
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14,PayPal,Every 3 Months,0.0175,0.5417736464568412,0
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,8,Venmo,Quarterly,0.0075,0.723485360522401,1
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly,0.015,0.2609412149152398,0
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Free Shipping,No,No,24,Credit Card,Monthly,0.0025,0.4049411908942884,1
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Fortnightly,0.0025,0.4931287496154916,1
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Standard,No,No,39,PayPal,Annually,0.02,0.2154134109191076,1
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,No,21,PayPal,Weekly,0.0075,0.1844974296774944,0
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,No,Next Day Air,No,No,32,Venmo,Quarterly,0.005,0.5365870604684541,1
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,No,Express,No,No,45,Debit Card,Weekly,0.005,0.5670672206695477,1
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,No,Express,No,No,19,PayPal,Monthly,0.0075,0.1953527883992254,1
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,No,Express,No,No,1,Debit Card,Every 3 Months,0.0325,0.1828785308881652,1
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,No,12,Venmo,Fortnightly,0.005,0.2641984903813719,1
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly,0.0075,0.2963651114186458,1
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,No,12,Cash,Monthly,0.0075,0.4194844337760661,0
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36,Cash,Every 3 Months,0.0175,0.5847613770019289,1
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Express,No,No,22,Credit Card,Annually,0.0025,0.2963268391692413,0
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly,0.025,0.314493503475454,0
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Express,No,No,31,Venmo,Annually,0.0025,0.2920317632137827,1
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly,0.015,0.3017364958396352,1
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Store Pickup,No,No,50,Venmo,Bi-Weekly,0.0325,0.5376191459748281,0
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,No,2-Day Shipping,No,No,37,Credit Card,Weekly,0.0125,0.2968570567039865,1
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,23,Cash,Weekly,0.0025,0.3512015526967527,0
1741,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months,0.015,0.8335816709503671,1
1742,41,Male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly,0.005,0.2859324656851708,1
1743,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,No,Express,No,No,18,Venmo,Every 3 Months,0.0075,0.3448072932662508,0
1744,23,Male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,No,Standard,No,No,3,Bank Transfer,Weekly,0.0175,0.2591303326603443,0
1745,57,Male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3.0,No,Standard,No,No,23,PayPal,Weekly,0.0025,0.3813932543291665,1
1746,40,Male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly,0.0075,0.2781832028380072,1
1747,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly,0.0025,0.2068454765531405,1
1748,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly,0.0025,0.503189788281822,1
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,No,41,Bank Transfer,Annually,0.0025,0.2157884572739719,0
1750,43,Male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months,0.005,0.339329106041451,0
1751,31,Male,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,No,Express,No,No,38,Venmo,Every 3 Months,0.0075,0.594841797831627,0
1752,57,Male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually,0.045,0.4223307113678255,1
1753,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,No,14,Venmo,Quarterly,0.0175,0.2756943263249826,1
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Fortnightly,0.0075,0.3262409534033536,1
1755,66,Male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly,0.0,0.4029638878877992,0
1756,56,Male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,No,Next Day Air,No,No,45,Cash,Monthly,0.0275,0.4390581812086748,1
1757,49,Male,Jewelry,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,No,Free Shipping,No,No,14,Bank Transfer,Weekly,0.0175,0.5101374730945649,1
1758,19,Male,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,No,Standard,No,No,48,Debit Card,Annually,0.015,0.3381149594701112,0
1759,27,Male,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,No,17,Venmo,Bi-Weekly,0.0025,0.713291246215604,1
1760,68,Male,Sweater,Clothing,58,Louisiana,L,Green,Spring,4.0,No,Next Day Air,No,No,1,PayPal,Weekly,0.015,0.2894031305593253,1
1761,20,Male,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,No,Standard,No,No,39,PayPal,Weekly,0.005,0.319918129651093,1
1762,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly,0.0125,0.36473107261986,0
1763,36,Male,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Fortnightly,0.015,0.273494720268229,1
1764,37,Male,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,No,Store Pickup,No,No,28,PayPal,Annually,0.01,0.2527403865480369,0
1765,61,Male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3.0,No,Store Pickup,No,No,34,Venmo,Quarterly,0.0075,0.4216077800606949,1
1766,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly,0.0025,0.5479325895997652,0
1767,60,Male,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly,0.0325,0.4601452686253431,1
1768,69,Male,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly,0.015,0.3758030778480111,0
1769,25,Male,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months,0.0025,0.3308837419204767,1
1770,32,Male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly,0.005,0.2580655878863299,0
1771,53,Male,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly,0.02,0.2247003547099309,1
1772,46,Male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually,0.0025,0.3940998217982529,0
1773,58,Male,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually,0.0025,0.2051498733084765,1
1774,21,Male,Coat,Outerwear,92,West Virginia,M,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually,0.01,0.3470547931238765,0
1775,46,Male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly,0.0025,0.2974638153169575,0
1776,18,Male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly,0.0075,0.5551223028259794,1
1777,56,Male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months,0.005,0.4253050587261111,1
1778,18,Male,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly,0.015,0.415721543578548,1
1779,49,Male,Belt,Accessories,94,Texas,M,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly,0.005,0.4284872147202636,0
1780,29,Male,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly,0.0125,0.3239176785299569,0
1781,67,Male,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly,0.0075,0.3850074565161306,0
1782,31,Male,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly,0.015,0.4001104574796013,1
1783,52,Male,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly,0.0125,0.5869401287531893,0
1784,42,Male,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly,0.0125,0.4318387286836636,1
1785,32,Male,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly,0.0125,0.3546077318402286,1
1786,47,Male,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly,0.015,0.4701582097274944,1
1787,45,Male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly,0.005,0.4417737089163801,1
1788,20,Male,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly,0.0125,0.279774883369024,1
1789,66,Male,Blouse,Clothing,41,Illinois,L,Pink,Summer,3.1,No,Store Pickup,No,No,23,Cash,Bi-Weekly,0.0025,0.3327835759154469,1
1790,52,Male,Blouse,Clothing,34,Arizona,L,Peach,Spring,3.0,No,2-Day Shipping,No,No,43,Debit Card,Quarterly,0.0075,0.2988809476387815,1
1791,50,Male,Gloves,Accessories,26,North Carolina,S,Violet,Summer,3.7,No,Store Pickup,No,No,31,PayPal,Bi-Weekly,0.0075,0.3495062842907786,1
1792,62,Male,Jeans,Clothing,98,Montana,S,Purple,Winter,4.0,No,Store Pickup,No,No,38,Cash,Annually,0.005,0.1187051417476723,0
1793,38,Male,Sneakers,Footwear,59,Iowa,M,Peach,Fall,3.0,No,Express,No,No,22,Debit Card,Every 3 Months,0.0075,0.3807099279282041,1
1794,65,Male,Hat,Accessories,92,Iowa,S,White,Fall,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months,0.02,0.7977004201737325,0
1795,60,Male,Backpack,Accessories,40,Ohio,L,Indigo,Spring,3.7,No,Express,No,No,21,Debit Card,Fortnightly,0.01,0.4763119617098419,1
1796,68,Male,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4.0,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly,0.0175,0.4847370792121803,1
